ges_spec_names,TEFF,LOGG,FEH,LI1
gir_07161430-1310190_H665.0.fit,4824.0,2.89,-0.08,0.43
gir_07161454-1313085_H665.0.fit,4938.0,2.5,-0.14,0.34
gir_07161483-1307140_H665.0.fit,5005.0,2.91,-0.36,0.7
gir_07161690-1314380_H665.0.fit,4858.0,3.06,-0.42,0.61
gir_07161758-1304266_H665.0.fit,5027.0,2.88,-0.06,2.62
gir_07161839-1311057_H665.0.fit,4449.0,2.27,-0.27,0.09
gir_07161904-1310409_H665.0.fit,5023.0,2.98,-0.49,0.77
gir_07162048-1311373_H665.0.fit,4990.0,3.17,-0.13,0.89
gir_07162050-1314197_H665.0.fit,4734.0,2.47,-0.26,0.79
gir_07162458-1318455_H665.0.fit,4611.0,2.51,-0.22,0.25
gir_07162464-1310353_H665.0.fit,5088.0,3.21,-0.4,1.04
gir_07162465-1316592_H665.0.fit,4670.0,2.52,-0.21,0.65
gir_07162476-1313517_H665.0.fit,5133.0,3.35,-0.16,1.11
gir_07162504-1304387_H665.0.fit,5035.0,3.02,-0.31,1.21
gir_07162516-1311596_H665.0.fit,4685.0,2.59,-0.24,0.54
gir_07162591-1311257_H665.0.fit,5070.0,3.44,-0.18,1.21
gir_07162664-1304522_H665.0.fit,4965.0,3.1,-0.32,1.35
gir_07162747-1311378_H665.0.fit,5193.0,3.57,-0.31,0.99
gir_07162773-1316065_H665.0.fit,5084.0,3.57,-0.07,1.14
gir_07162853-1309477_H665.0.fit,5071.0,3.32,-0.13,1.01
gir_07163094-1302116_H665.0.fit,4967.0,2.92,-0.38,1.0
gir_07163097-1312569_H665.0.fit,4718.0,2.45,-0.3,0.35
gir_07163273-1312511_H665.0.fit,5073.0,3.39,-0.11,1.11
gir_07163393-1313144_H665.0.fit,4693.0,2.56,-0.21,0.25
gir_07163429-1318592_H665.0.fit,4962.0,3.28,-0.32,0.79
gir_07163733-1317457_H665.0.fit,5749.0,4.22,-0.23,2.42
gir_07164509-1318457_H665.0.fit,4976.0,2.86,-0.51,0.62
gir_07164716-1313519_H665.0.fit,4914.0,2.75,-0.37,0.97
gir_07164834-1311365_H665.0.fit,4621.0,2.28,-0.42,0.72
gir_07164885-1311345_H665.0.fit,5001.0,3.18,-0.19,1.15
gir_07165124-1318302_H665.0.fit,5063.0,3.49,-0.39,1.26
gir_07165539-1312149_H665.0.fit,4604.0,2.43,-0.25,0.3
gir_07165686-1315420_H665.0.fit,5092.0,3.34,-0.03,0.83
gir_07170210-1312451_H665.0.fit,5139.0,3.78,-0.47,1.25
gir_07460935-0441028_H665.0.fit,5834.0,3.9,-0.16,2.72
gir_07461024-0439165_H665.0.fit,6076.0,4.01,-0.32,2.13
gir_07461050-0441193_H665.0.fit,5369.0,4.64,0.04,1.35
gir_07461196-0438297_H665.0.fit,6015.0,4.13,-0.36,2.48
gir_07461240-0439346_H665.0.fit,5833.0,4.29,-0.07,1.45
gir_07461273-0443181_H665.0.fit,5726.0,3.92,-0.7,2.0
gir_07461383-0445327_H665.0.fit,5661.0,4.51,-0.32,1.91
gir_07461393-0446487_H665.0.fit,5526.0,3.88,-0.51,1.92
gir_07461719-0446333_H665.0.fit,6160.0,4.23,-0.1,2.9
gir_07462140-0436313_H665.0.fit,6010.0,4.2,-0.38,2.56
gir_07462166-0435063_H665.0.fit,6062.0,4.24,-0.24,2.52
gir_07462234-0442126_H665.0.fit,5984.0,4.37,-0.08,2.5
gir_07462411-0440148_H665.0.fit,5573.0,4.17,-0.17,2.17
gir_07462466-0444454_H665.0.fit,5868.0,4.07,-0.36,2.29
gir_07462530-0436380_H665.0.fit,5845.0,4.08,-0.37,2.22
gir_07462728-0438511_H665.0.fit,4520.0,2.09,-0.27,0.31
gir_07462914-0436223_H665.0.fit,5886.0,4.39,-0.25,2.5
gir_07462925-0443494_H665.0.fit,5917.0,4.29,-0.12,2.41
gir_07462963-0447001_H665.0.fit,4672.0,4.8,0.0,0.66
gir_07463049-0436483_H665.0.fit,5032.0,4.53,-0.37,0.71
gir_07463084-0443030_H665.0.fit,4967.0,4.6,0.06,1.66
gir_07463148-0440498_H665.0.fit,5812.0,4.13,-0.16,2.27
gir_07463174-0439430_H665.0.fit,6099.0,4.31,-0.13,2.72
gir_07463204-0440096_H665.0.fit,5871.0,4.14,0.11,2.23
gir_07463213-0440028_H665.0.fit,5114.0,3.6,-0.21,1.17
gir_07463257-0432138_H665.0.fit,6036.0,4.4,0.19,2.7
gir_07463302-0443117_H665.0.fit,4888.0,4.64,0.13,0.17
gir_07463471-0447312_H665.0.fit,6389.0,4.12,-0.18,2.81
gir_07463480-0441145_H665.0.fit,5086.0,3.5,-0.15,1.16
gir_07463543-0436405_H665.0.fit,6079.0,4.22,-0.26,2.5
gir_07463556-0441463_H665.0.fit,6075.0,4.18,-0.29,2.8
gir_07463560-0442099_H665.0.fit,6049.0,4.28,-0.18,2.77
gir_07463563-0433184_H665.0.fit,5849.0,4.19,-0.43,2.23
gir_07463607-0440079_H665.0.fit,6070.0,4.27,-0.2,2.54
gir_07463616-0447021_H665.0.fit,5927.0,4.38,0.14,2.45
gir_07463652-0439483_H665.0.fit,6042.0,3.99,-0.15,2.49
gir_07463670-0443201_H665.0.fit,6000.0,4.35,-0.26,2.68
gir_07463708-0439479_H665.0.fit,6156.0,4.26,-0.14,2.65
gir_07463763-0442067_H665.0.fit,6256.0,4.0,-0.27,2.76
gir_07463810-0437296_H665.0.fit,5724.0,4.16,-0.5,2.29
gir_07463816-0440256_H665.0.fit,5939.0,4.11,-0.22,2.43
gir_07463828-0439474_H665.0.fit,6036.0,4.3,-0.22,2.7
gir_07463856-0439217_H665.0.fit,5073.0,3.53,-0.18,0.77
gir_07463880-0439554_H665.0.fit,5911.0,4.46,-0.51,2.49
gir_07463881-0443427_H665.0.fit,5972.0,4.34,-0.2,2.71
gir_07463897-0441563_H665.0.fit,4697.0,2.48,-0.28,0.5
gir_07463986-0443218_H665.0.fit,5257.0,3.8,-0.15,1.66
gir_07464058-0439038_H665.0.fit,6403.0,4.17,-0.18,2.4
gir_07464060-0434317_H665.0.fit,6132.0,4.14,-0.17,2.76
gir_07464065-0438422_H665.0.fit,5146.0,3.63,-0.11,1.08
gir_07464071-0441565_H665.0.fit,5459.0,3.93,-0.14,1.95
gir_07464081-0437213_H665.0.fit,5604.0,3.98,-0.17,2.16
gir_07464189-0431042_H665.0.fit,5544.0,3.92,-0.18,2.05
gir_07464199-0449039_H665.0.fit,5945.0,4.45,-0.17,2.21
gir_07464247-0441282_H665.0.fit,6080.0,4.0,-0.18,2.81
gir_07464258-0439182_H665.0.fit,4966.0,3.37,-0.13,0.87
gir_07464296-0438369_H665.0.fit,5917.0,4.21,-0.24,2.36
gir_07464299-0448074_H665.0.fit,6227.0,4.38,-0.02,2.75
gir_07464311-0439289_H665.0.fit,6154.0,4.05,-0.22,2.69
gir_07464328-0439022_H665.0.fit,6013.0,4.12,-0.22,2.56
gir_07464335-0443200_H665.0.fit,6064.0,4.23,-0.27,2.63
gir_07464338-0445368_H665.0.fit,5981.0,4.36,-0.19,2.72
gir_07464389-0438141_H665.0.fit,6229.0,4.15,-0.36,2.77
gir_07464396-0444330_H665.0.fit,5803.0,4.33,-0.26,2.32
gir_07464434-0440076_H665.0.fit,6130.0,3.78,-0.27,1.89
gir_07464438-0440111_H665.0.fit,6071.0,4.3,-0.24,2.63
gir_07464451-0441335_H665.0.fit,5748.0,4.13,-0.13,2.33
gir_07464490-0440200_H665.0.fit,5378.0,3.99,0.03,1.0
gir_07464503-0442552_H665.0.fit,5149.0,3.65,-0.05,1.59
gir_07464514-0444307_H665.0.fit,6063.0,4.26,-0.27,2.69
gir_07464515-0434404_H665.0.fit,5520.0,4.22,-0.08,1.86
gir_07464527-0446289_H665.0.fit,6358.0,4.11,-0.15,2.79
gir_07464558-0442471_H665.0.fit,5900.0,4.07,-0.34,2.53
gir_07464563-0437177_H665.0.fit,5803.0,4.21,-0.1,2.21
gir_07464563-0437308_H665.0.fit,6091.0,4.24,-0.24,2.89
gir_07464570-0439106_H665.0.fit,5856.0,4.31,-0.32,2.6
gir_07464594-0441053_H665.0.fit,6091.0,4.37,-0.29,2.73
gir_07464608-0441153_H665.0.fit,5352.0,3.8,-0.08,1.38
gir_07464612-0439230_H665.0.fit,6090.0,4.33,0.09,2.65
gir_07464612-0442462_H665.0.fit,6097.0,4.17,-0.24,2.53
gir_07464619-0434545_H665.0.fit,6011.0,4.54,0.02,2.61
gir_07464630-0432104_H665.0.fit,5945.0,4.42,0.12,2.77
gir_07464648-0445153_H665.0.fit,6037.0,4.26,-0.3,2.48
gir_07464652-0435220_H665.0.fit,5907.0,4.29,-0.09,2.71
gir_07464671-0440377_H665.0.fit,5914.0,4.22,-0.26,2.34
gir_07464680-0447173_H665.0.fit,5922.0,4.47,-0.43,2.13
gir_07464688-0440568_H665.0.fit,5257.0,3.62,-0.09,1.11
gir_07464734-0437089_H665.0.fit,5984.0,4.11,-0.31,2.59
gir_07464737-0441001_H665.0.fit,6031.0,4.23,-0.25,2.43
gir_07464760-0441406_H665.0.fit,5952.0,4.23,-0.15,2.52
gir_07464788-0440115_H665.0.fit,4767.0,2.49,-0.23,0.09
gir_07464798-0441020_H665.0.fit,6032.0,4.35,-0.26,2.67
gir_07464839-0440089_H665.0.fit,6133.0,4.3,-0.24,2.79
gir_07464842-0444470_H665.0.fit,5309.0,3.89,-0.21,1.6
gir_07464890-0440142_H665.0.fit,5139.0,3.63,-0.19,1.05
gir_07464891-0443597_H665.0.fit,6010.0,4.05,-0.28,2.57
gir_07464906-0438110_H665.0.fit,6094.0,4.38,-0.27,2.71
gir_07464912-0440525_H665.0.fit,6017.0,4.4,-0.27,2.4
gir_07464925-0433429_H665.0.fit,6173.0,4.09,-0.74,2.14
gir_07464930-0442222_H665.0.fit,6123.0,4.15,-0.22,2.46
gir_07464971-0441495_H665.0.fit,5690.0,4.1,-0.2,1.98
gir_07465071-0441347_H665.0.fit,6021.0,4.23,-0.28,2.73
gir_07465107-0442162_H665.0.fit,6136.0,4.23,-0.17,2.7
gir_07465121-0436035_H665.0.fit,4909.0,3.14,-0.11,0.8
gir_07465121-0441472_H665.0.fit,6015.0,4.11,-0.17,2.81
gir_07465123-0439430_H665.0.fit,5817.0,3.82,-0.51,1.74
gir_07465124-0441032_H665.0.fit,6024.0,4.08,-0.35,2.58
gir_07465153-0433314_H665.0.fit,5888.0,4.36,-0.31,2.39
gir_07465187-0440022_H665.0.fit,5486.0,4.26,-0.18,1.81
gir_07465191-0433379_H665.0.fit,4996.0,3.38,-0.12,0.48
gir_07465196-0435390_H665.0.fit,5609.0,4.28,-0.25,2.14
gir_07465201-0441255_H665.0.fit,5081.0,3.73,-0.02,1.21
gir_07465221-0440041_H665.0.fit,5956.0,4.17,-0.25,2.51
gir_07465243-0439524_H665.0.fit,5954.0,4.24,-0.51,2.7
gir_07465250-0435403_H665.0.fit,5925.0,4.43,0.06,2.18
gir_07465254-0440416_H665.0.fit,5910.0,4.24,-0.32,2.52
gir_07465293-0440068_H665.0.fit,5970.0,4.25,-0.35,2.22
gir_07465301-0442031_H665.0.fit,6105.0,4.21,-0.2,2.58
gir_07465317-0440525_H665.0.fit,5188.0,3.67,-0.02,1.06
gir_07465320-0444160_H665.0.fit,6157.0,3.94,-0.19,2.65
gir_07465369-0443580_H665.0.fit,6084.0,4.43,-0.19,2.44
gir_07465371-0443307_H665.0.fit,5892.0,4.39,-0.39,2.47
gir_07465374-0438415_H665.0.fit,4917.0,3.06,-0.1,0.18
gir_07465388-0436571_H665.0.fit,5526.0,4.68,0.39,1.25
gir_07465396-0441518_H665.0.fit,5748.0,4.45,-0.2,2.27
gir_07465399-0447518_H665.0.fit,6068.0,4.3,-0.21,2.61
gir_07465401-0436239_H665.0.fit,5844.0,4.52,0.03,1.96
gir_07465410-0445352_H665.0.fit,5900.0,4.11,-0.16,2.7
gir_07465422-0440235_H665.0.fit,5969.0,4.04,-0.05,2.42
gir_07465440-0440053_H665.0.fit,5265.0,3.53,-0.16,1.81
gir_07465462-0440241_H665.0.fit,6149.0,4.16,-0.19,2.59
gir_07465480-0439297_H665.0.fit,5008.0,3.42,-0.1,0.82
gir_07465489-0433132_H665.0.fit,6014.0,4.07,-0.29,2.67
gir_07465489-0440147_H665.0.fit,6198.0,4.21,-0.22,2.58
gir_07465500-0437433_H665.0.fit,5149.0,3.46,0.01,0.94
gir_07465506-0445252_H665.0.fit,5988.0,3.71,-0.27,1.99
gir_07465517-0439090_H665.0.fit,4889.0,3.21,-0.3,0.74
gir_07465554-0449503_H665.0.fit,5892.0,4.31,-0.37,2.49
gir_07465583-0439534_H665.0.fit,5977.0,4.33,-0.39,2.51
gir_07465599-0435472_H665.0.fit,5048.0,3.58,-0.08,0.78
gir_07465717-0438315_H665.0.fit,5789.0,4.27,-0.47,2.45
gir_07465719-0432590_H665.0.fit,6131.0,4.34,-0.17,2.86
gir_07465725-0446317_H665.0.fit,5832.0,4.24,-0.33,2.3
gir_07465736-0445137_H665.0.fit,6038.0,4.25,-0.18,2.44
gir_07465787-0447492_H665.0.fit,5525.0,4.52,0.2,1.07
gir_07465798-0443038_H665.0.fit,6087.0,4.26,-0.16,2.64
gir_07465855-0440599_H665.0.fit,6048.0,4.16,-0.31,2.68
gir_07465865-0444100_H665.0.fit,6252.0,4.31,-0.47,2.45
gir_07465877-0438554_H665.0.fit,5628.0,4.48,-0.37,2.02
gir_07465891-0443494_H665.0.fit,6222.0,4.24,-0.08,2.91
gir_07465906-0439102_H665.0.fit,5773.0,4.06,-0.08,2.73
gir_07465940-0437489_H665.0.fit,6025.0,4.22,-0.28,2.46
gir_07465967-0436028_H665.0.fit,5940.0,4.2,-0.35,2.42
gir_07465982-0441085_H665.0.fit,5038.0,3.44,-0.13,0.44
gir_07470020-0438380_H665.0.fit,6210.0,4.1,-0.3,2.55
gir_07470031-0440348_H665.0.fit,6066.0,4.35,-0.2,2.7
gir_07470054-0440008_H665.0.fit,5878.0,4.28,-0.22,2.58
gir_07470092-0447367_H665.0.fit,6220.0,4.24,-0.19,2.86
gir_07470093-0435564_H665.0.fit,6089.0,4.19,-0.14,2.74
gir_07470121-0442453_H665.0.fit,4959.0,3.12,-0.11,0.34
gir_07470176-0440150_H665.0.fit,6004.0,4.22,-0.35,2.42
gir_07470194-0441519_H665.0.fit,6020.0,3.91,-0.75,2.09
gir_07470211-0441349_H665.0.fit,5239.0,4.24,-0.08,1.13
gir_07470219-0439470_H665.0.fit,6219.0,4.23,-0.21,2.85
gir_07470224-0438387_H665.0.fit,5918.0,4.11,-0.37,2.73
gir_07470235-0447290_H665.0.fit,6519.0,4.23,-0.14,2.05
gir_07470302-0441396_H665.0.fit,6153.0,4.1,0.02,2.71
gir_07470356-0450244_H665.0.fit,5904.0,4.3,-0.2,2.56
gir_07470488-0440355_H665.0.fit,6094.0,4.34,-0.17,2.94
gir_07470681-0430337_H665.0.fit,5729.0,4.3,0.02,1.36
gir_07470839-0432163_H665.0.fit,5956.0,4.37,-0.17,2.73
gir_07470923-0449026_H665.0.fit,5962.0,4.31,-0.28,2.48
gir_07470975-0449415_H665.0.fit,6055.0,4.04,-0.31,2.4
gir_07471171-0432488_H665.0.fit,5953.0,4.15,-0.55,1.9
gir_07471207-0434531_H665.0.fit,5410.0,4.48,-0.37,1.79
gir_07471227-0443179_H665.0.fit,5702.0,4.68,-0.26,1.61
gir_07471456-0436546_H665.0.fit,6340.0,4.36,-0.19,2.18
gir_07471503-0432425_H665.0.fit,5553.0,4.39,-0.52,1.73
gir_07471526-0446560_H665.0.fit,5611.0,4.22,-0.27,1.98
gir_07471655-0432198_H665.0.fit,4934.0,3.29,-0.18,0.27
gir_07471940-0442180_H665.0.fit,5900.0,4.42,-0.27,2.09
gir_07472024-0442480_H665.0.fit,6263.0,4.37,-0.07,2.64
gir_07472082-0439216_H665.0.fit,6173.0,4.01,-0.62,2.67
gir_07472088-0432493_H665.0.fit,6154.0,4.28,-0.15,2.79
gir_07472098-0444311_H665.0.fit,5672.0,4.58,-0.45,1.85
gir_07472189-0445280_H665.0.fit,5766.0,4.01,-0.45,2.13
gir_07472282-0438241_H665.0.fit,5982.0,4.14,-0.44,2.66
gir_07472339-0433440_H665.0.fit,5030.0,3.67,-0.36,0.88
gir_07472440-0437066_H665.0.fit,4929.0,4.63,0.25,0.48
gir_07472445-0434412_H665.0.fit,5799.0,4.49,-0.03,1.56
gir_07472485-0436350_H665.0.fit,4658.0,4.77,-0.06,0.46
gir_07472489-0434509_H665.0.fit,5784.0,4.55,-0.07,2.4
gir_07472496-0446361_H665.0.fit,6051.0,4.25,-0.04,2.39
gir_07472594-0438493_H665.0.fit,5903.0,4.16,-0.1,2.69
gir_07472640-0447257_H665.0.fit,4854.0,2.64,-0.08,0.5
gir_07472777-0439250_H665.0.fit,6004.0,4.17,-0.12,2.19
gir_07472845-0443246_H665.0.fit,5492.0,4.41,0.26,1.16
gir_07472884-0438462_H665.0.fit,5904.0,4.33,-0.29,2.31
gir_07472952-0435085_H665.0.fit,5291.0,4.39,0.21,1.54
gir_07473149-0445336_H665.0.fit,5000.0,3.23,-0.34,0.77
gir_07473233-0441047_H665.0.fit,4589.0,4.58,-0.08,0.44
gir_07473573-0438545_H665.0.fit,6091.0,4.41,-0.48,2.48
gir_07473647-0439172_H665.0.fit,6285.0,4.43,-0.38,2.91
gir_19165746+1932089_H665.0.fit,6254.0,4.25,-0.1,2.92
gir_19165857+1931376_H665.0.fit,5725.0,4.19,-0.59,2.37
gir_19165874+1934193_H665.0.fit,4776.0,2.46,0.03,0.66
gir_19165979+1929245_H665.0.fit,5652.0,4.23,0.39,2.09
gir_19170026+1935222_H665.0.fit,6071.0,3.91,-0.34,2.63
gir_19170897+1936018_H665.0.fit,5912.0,4.24,-0.35,2.23
gir_19171111+1933569_H665.0.fit,6064.0,4.25,-0.03,2.64
gir_19171160+1932583_H665.0.fit,4897.0,2.7,0.22,0.53
gir_19171258+1931562_H665.0.fit,6449.0,4.26,0.17,3.18
gir_19171314+1937108_H665.0.fit,5921.0,4.49,-0.05,2.36
gir_19171876+1934571_H665.0.fit,5793.0,4.57,0.3,1.68
gir_19172169+1930311_H665.0.fit,5860.0,4.45,0.25,2.61
gir_19172180+1937021_H665.0.fit,5645.0,4.16,0.01,2.26
gir_19172671+1933482_H665.0.fit,5759.0,4.34,0.07,2.56
gir_19173062+1929190_H665.0.fit,5088.0,2.9,0.25,1.23
gir_19173328+1933570_H665.0.fit,6542.0,4.32,-0.13,3.26
gir_06215727-0617152_H665.0.fit,5995.0,4.43,0.15,2.32
gir_06215808-0620238_H665.0.fit,6306.0,4.07,-0.2,2.21
gir_06220372-0617500_H665.0.fit,6398.0,4.22,-0.79,2.85
gir_06220407-0617227_H665.0.fit,6319.0,4.19,-0.1,2.67
gir_06220561-0619010_H665.0.fit,5014.0,2.85,-0.29,1.2
gir_06220792-0618379_H665.0.fit,5987.0,3.92,-0.49,3.04
gir_06490158-2358348_H665.0.fit,4986.0,3.21,-0.46,0.67
gir_06490180-2358025_H665.0.fit,6136.0,4.2,-0.38,2.61
gir_06490431-2358529_H665.0.fit,4568.0,4.7,0.04,0.25
gir_06490710-2359450_H665.0.fit,4993.0,2.87,-0.29,2.19
gir_19012526-0025487_H665.0.fit,5855.0,4.59,-0.03,1.54
gir_19013148-0030049_H665.0.fit,6015.0,4.35,0.2,2.58
gir_19014027-0030401_H665.0.fit,6096.0,4.45,0.32,2.4
gir_19014134-0029247_H665.0.fit,6284.0,4.25,0.29,2.24
gir_19014135-0030068_H665.0.fit,5913.0,4.73,0.2,2.6
gir_19014324-0031277_H665.0.fit,5560.0,4.07,-0.51,1.58
gir_19014399-0031316_H665.0.fit,6215.0,4.38,0.08,2.72
gir_19014448-0027471_H665.0.fit,6098.0,4.41,0.41,2.14
gir_19014741-0025397_H665.0.fit,5308.0,4.06,-0.42,1.0
gir_19014766-0029392_H665.0.fit,5735.0,4.62,0.2,2.31
gir_19014804-0024382_H665.0.fit,5904.0,4.66,-0.23,1.84
gir_19014904-0024413_H665.0.fit,5815.0,4.11,-0.56,2.13
gir_19015405-0027382_H665.0.fit,5890.0,4.46,0.01,2.14
gir_19015432-0022452_H665.0.fit,6024.0,4.53,0.33,2.69
gir_19015503-0030141_H665.0.fit,6171.0,4.54,0.25,2.58
gir_19015539-0024379_H665.0.fit,5836.0,4.44,0.34,1.69
gir_10534929-7718110_H665.0.fit,5721.0,4.35,0.12,2.24
gir_10550312-7620073_H665.0.fit,4549.0,2.51,-0.12,0.15
gir_10570085-7644110_H665.0.fit,6526.0,3.92,0.03,3.24
gir_10573004-7620097_H665.0.fit,4594.72,2.52,0.0,1.39
gir_10582244-7744094_H665.0.fit,4468.2,2.54,0.12,0.41
gir_10585795-7734183_H665.0.fit,6522.0,3.99,0.04,2.8
gir_10591513-7741087_H665.0.fit,4838.0,2.95,-0.01,0.62
gir_10592015-7757388_H665.0.fit,4587.79,2.62,0.11,0.34
gir_10592098-7745025_H665.0.fit,4586.0,2.59,0.04,0.43
gir_10593676-7654230_H665.0.fit,4778.0,2.72,0.0,0.89
gir_10594801-7644496_H665.0.fit,4475.27,2.48,0.14,0.41
gir_11002857-7629164_H665.0.fit,6662.0,4.16,0.05,3.34
gir_11005455-7823327_H665.0.fit,6364.0,4.02,0.23,2.27
gir_11010798-7658326_H665.0.fit,4598.9,2.5,-0.11,0.38
gir_11012813-7725552_H665.0.fit,6025.0,4.14,-0.62,1.88
gir_11025797-7633127_H665.0.fit,4606.0,2.64,0.02,0.53
gir_11030712-7524472_H665.0.fit,4555.11,2.37,-0.06,1.36
gir_11031160-7721042_H665.0.fit,5484.0,3.8,0.14,2.63
gir_11034263-7633122_H665.0.fit,4776.0,4.57,0.02,0.41
gir_11041689-7717385_H665.0.fit,4547.79,2.23,-0.31,0.16
gir_11043417-7536599_H665.0.fit,4534.76,2.48,0.02,0.08
gir_11050290-7811362_H665.0.fit,4571.53,2.77,0.14,0.54
gir_11052851-7639489_H665.0.fit,4902.0,2.82,-0.04,1.48
gir_11070305-7622179_H665.0.fit,4495.89,2.58,0.08,0.28
gir_11070380-7635440_H665.0.fit,6240.0,4.1,-0.02,1.99
gir_11070718-7559353_H665.0.fit,4479.46,2.5,0.1,0.34
gir_11071530-7754060_H665.0.fit,6298.0,4.25,0.26,1.88
gir_11074352-7635002_H665.0.fit,4834.0,2.82,-0.11,0.33
gir_11074726-7516029_H665.0.fit,4527.0,2.61,0.11,0.37
gir_11083651-7759535_H665.0.fit,4639.0,2.64,-0.14,0.23
gir_11103416-7750203_H665.0.fit,4547.75,2.55,0.11,0.12
gir_11111062-7657205_H665.0.fit,4516.9,2.41,-0.1,0.22
gir_11112997-7718253_H665.0.fit,4641.0,2.8,-0.09,0.39
gir_11115590-7608299_H665.0.fit,6765.0,4.2,-0.05,3.18
gir_11115799-7746379_H665.0.fit,4560.27,2.43,-0.15,0.16
gir_11121150-7826439_H665.0.fit,5880.0,4.31,0.06,2.23
gir_11122501-7559376_H665.0.fit,4178.23,1.9,0.08,0.37
gir_11131526-7721210_H665.0.fit,5124.0,1.91,-1.55,0.87
gir_11131652-7531491_H665.0.fit,4586.0,2.66,0.01,0.06
gir_11132627-7619233_H665.0.fit,6122.0,4.19,0.06,2.66
gir_11132747-7620175_H665.0.fit,5392.0,4.01,0.02,1.05
gir_11133759-7740154_H665.0.fit,4656.0,2.62,0.0,0.63
gir_11140335-7621573_H665.0.fit,5992.0,4.18,-0.04,2.5
gir_11144757-7806332_H665.0.fit,4570.0,4.67,0.05,0.46
gir_11162439-7712299_H665.0.fit,4671.0,2.73,-0.21,0.23
gir_11174601-7534220_H665.0.fit,4422.32,2.37,0.09,0.32
gir_11200309-7615231_H665.0.fit,4577.0,2.46,-0.09,0.12
gir_11202496-7619262_H665.0.fit,4726.0,2.6,-0.28,0.14
gir_11231005-7615239_H665.0.fit,4553.0,2.6,0.12,0.46
gir_11235979-7624004_H665.0.fit,6192.0,4.13,0.14,2.27
gir_08435101-4111301_H665.0.fit,6239.0,4.21,0.07,1.74
gir_08440966-4122255_H665.0.fit,4889.0,4.72,0.01,0.63
gir_08441846-4118536_H665.0.fit,6803.0,4.12,-0.01,2.44
gir_08442647-4114538_H665.0.fit,6106.0,4.28,0.01,2.63
gir_08442999-4118029_H665.0.fit,5944.0,4.44,0.23,2.43
gir_08443027-4125486_H665.0.fit,5590.0,4.4,-0.07,2.35
gir_08443476-4108028_H665.0.fit,6565.0,4.07,-0.07,2.08
gir_08444571-4111342_H665.0.fit,5875.0,4.32,0.1,2.87
gir_08444769-4126436_H665.0.fit,6190.0,4.15,-0.09,2.24
gir_08445214-4127535_H665.0.fit,4800.0,4.62,-0.0,0.24
gir_08450631-4118059_H665.0.fit,4932.0,3.37,-0.04,0.66
gir_08450958-4107129_H665.0.fit,6033.0,4.09,0.15,3.57
gir_08451854-4127004_H665.0.fit,6965.0,4.03,0.01,2.53
gir_08451958-4107487_H665.0.fit,4630.0,4.65,-0.02,0.94
gir_08452052-4124427_H665.0.fit,5568.0,4.31,-0.02,2.41
gir_06432400-0046576_H665.0.fit,4690.0,2.52,-0.53,0.01
gir_06432529-0051500_H665.0.fit,4510.0,2.56,0.06,0.2
gir_06432685-0047112_H665.0.fit,4788.0,2.69,-0.15,0.28
gir_06433238-0056125_H665.0.fit,6038.0,4.42,-0.31,2.52
gir_06433413-0056398_H665.0.fit,5833.0,3.98,-0.42,2.33
gir_06433440-0057301_H665.0.fit,6472.0,4.22,-0.56,2.11
gir_06433802-0101385_H665.0.fit,5516.0,4.49,-0.14,1.06
gir_06433967-0057040_H665.0.fit,5678.0,4.5,-0.16,1.68
gir_06434241-0052100_H665.0.fit,6162.0,4.24,0.0,2.75
gir_06434423-0052215_H665.0.fit,5059.0,3.34,-0.23,1.37
gir_06434651-0049393_H665.0.fit,6224.0,4.44,-0.37,2.66
gir_06434717-0045231_H665.0.fit,6011.0,4.05,-0.06,2.14
gir_06434945-0103469_H665.0.fit,5279.0,4.64,0.02,0.86
gir_06435033-0045262_H665.0.fit,6160.0,4.46,-0.4,2.57
gir_06435624-0040198_H665.0.fit,5131.0,3.02,-0.07,1.35
gir_06435628-0043097_H665.0.fit,4998.0,2.82,-0.04,1.28
gir_06440092-0100585_H665.0.fit,4670.0,2.49,-0.39,0.05
gir_06440451-0052536_H665.0.fit,5179.0,2.9,-0.28,0.69
gir_06440655-0051135_H665.0.fit,4636.0,2.45,-0.3,0.66
gir_06440787-0100079_H665.0.fit,5011.0,3.27,-0.36,0.5
gir_06441034-0048254_H665.0.fit,4832.0,2.53,-0.33,0.2
gir_06441041-0044586_H665.0.fit,6002.0,4.24,-0.45,2.1
gir_06441110-0050485_H665.0.fit,6063.0,4.54,-0.14,2.7
gir_06441345-0054446_H665.0.fit,6119.0,4.27,0.14,2.42
gir_06441359-0100034_H665.0.fit,4860.0,2.71,-0.27,0.56
gir_06441449-0044343_H665.0.fit,6259.0,4.34,-0.24,2.71
gir_06441493-0048038_H665.0.fit,6347.0,4.25,0.21,2.28
gir_06441533-0050243_H665.0.fit,4790.0,2.37,-0.41,0.25
gir_06441547-0052337_H665.0.fit,5759.0,4.26,0.16,1.36
gir_06441555-0056552_H665.0.fit,4988.0,4.65,-0.12,0.45
gir_06441953-0054436_H665.0.fit,6271.0,4.33,0.12,2.41
gir_06442010-0043494_H665.0.fit,5907.0,4.5,-0.22,2.4
gir_06442031-0047254_H665.0.fit,6456.0,4.3,0.05,1.89
gir_06442487-0102391_H665.0.fit,6238.0,4.13,0.0,2.05
gir_06442582-0047592_H665.0.fit,5721.0,4.58,0.08,2.09
gir_06442776-0056478_H665.0.fit,6411.0,4.08,-0.08,3.05
